serialNum,initialFreeMemory,gcRun
1,2.774298631,FALSE
2,2.50835084915,FALSE
3,2.41902971268,FALSE
4,2.29199028015,FALSE
5,2.19071865082,FALSE
6,2.00209569931,FALSE
7,1.97740542889,TRUE
8,3.01306557655,FALSE
9,2.90761756897,FALSE
10,2.83931159973,FALSE
11,2.75973248482,FALSE
12,2.59137368202,FALSE
13,2.51645374298,FALSE
14,1.6794475317,FALSE
15,1.6469244957,FALSE
16,1.4069879055,FALSE
17,1.36161398888,FALSE
18,1.15809261799,TRUE
19,2.94277071953,FALSE
20,2.85393428802,FALSE
21,2.62453842163,FALSE
22,2.55808877945,FALSE
23,2.49476766586,FALSE
24,2.43016386032,FALSE
25,2.34807801247,FALSE
26,2.33433508873,FALSE
27,2.26466226578,FALSE
28,2.22788238525,FALSE
29,2.08406877518,FALSE
30,2.02305984497,FALSE
31,1.86611366272,FALSE
32,1.85430693626,FALSE
33,1.72632026672,FALSE
34,1.67496013641,FALSE
35,1.6533190012,FALSE
36,1.55089187622,FALSE
37,1.48868584633,FALSE
38,1.45514035225,FALSE
39,1.39805412292,FALSE
40,1.33866286278,FALSE
41,1.28490686417,TRUE
42,3.02288150787,FALSE
43,2.96679544449,FALSE
44,2.90556335449,FALSE
45,2.78235030174,FALSE
46,2.68290543556,FALSE
47,2.56014513969,FALSE
48,2.41615700722,FALSE
49,2.3654897213,FALSE
50,2.29762363434,FALSE
51,2.22768330574,FALSE
52,2.15425086021,FALSE
53,2.06106233597,FALSE
54,1.97809422016,FALSE
55,1.90495336056,FALSE
56,1.81403267384,FALSE
57,1.76806855202,FALSE
58,1.71186494827,FALSE
59,1.67631995678,FALSE
60,1.64216220379,FALSE
61,1.49425697327,FALSE
62,1.44284129143,FALSE
63,1.32653546333,FALSE
64,1.21200466156,TRUE
65,2.66421198845,FALSE
66,2.59100675583,FALSE
67,2.52556729317,FALSE
68,2.47379136086,FALSE
69,2.3871254921,FALSE
70,2.28423643112,FALSE
71,1.7731730938,FALSE
72,1.64973402023,FALSE
73,1.59054744244,FALSE
74,1.4251241684,FALSE
75,1.3532358408,FALSE
76,1.27612507343,TRUE
77,3.00964379311,FALSE
78,2.99861168861,FALSE
79,2.82419872284,FALSE
80,2.69338154793,FALSE
81,2.69299030304,FALSE
82,2.64484024048,FALSE
83,2.48925256729,FALSE
84,2.42860031128,FALSE
85,2.23585128784,FALSE
86,2.08700084686,FALSE
87,1.76103854179,FALSE
88,1.60879981518,FALSE
89,1.50250709057,FALSE
90,1.45573401451,FALSE
91,1.30413913727,FALSE
92,1.26565790176,FALSE
93,1.22298645973,FALSE
94,1.15088963509,FALSE
95,1.06501555443,FALSE
96,0.914134502411,FALSE
97,0.850089371204,FALSE
98,0.721457600594,FALSE
99,0.579499065876,FALSE
100,0.503922700882,FALSE
101,0.51789021492,TRUE
102,2.28794074059,FALSE
103,2.24756550789,FALSE
104,2.13711476326,FALSE
105,2.03051710129,FALSE
106,1.89078521729,FALSE
107,1.80368196964,FALSE
108,1.65716826916,FALSE
109,1.58532512188,FALSE
110,1.39020264149,FALSE
111,1.33714914322,FALSE
112,1.21185660362,FALSE
113,1.13950634003,FALSE
114,0.947362422943,TRUE
115,2.41539525986,FALSE
116,2.32909321785,FALSE
117,2.23941516876,FALSE
118,1.95536184311,FALSE
119,1.83011746407,FALSE
120,1.70064914227,FALSE
121,1.65978038311,FALSE
122,1.29980611801,FALSE
123,1.20112895966,FALSE
124,1.05580210686,FALSE
125,0.944943368435,FALSE
126,0.879493117332,FALSE
127,0.804640889168,FALSE
128,0.731664657593,FALSE
129,0.718223690987,FALSE
130,0.624564647675,TRUE
131,1.9931217432,FALSE
132,1.92630589008,FALSE
133,1.84700584412,FALSE
134,1.59809422493,FALSE
135,1.5613694191,FALSE
136,1.40890860558,FALSE
137,1.34694647789,FALSE
138,1.27842354774,FALSE
139,1.22018611431,FALSE
140,0.920758843422,FALSE
141,0.866564512253,FALSE
