serialNum,initialFreeMemory,gcRun
1,2.774298631,FALSE
2,2.52307844162,FALSE
3,2.43270587921,FALSE
4,2.28384017944,FALSE
5,2.18906331062,TRUE
6,2.90374708176,FALSE
7,2.87362194061,FALSE
8,2.82440781593,FALSE
9,2.68656086922,FALSE
10,2.60314798355,FALSE
11,2.54173254967,FALSE
12,2.40454149246,FALSE
13,2.36050462723,FALSE
14,1.34742534161,FALSE
15,1.29181909561,TRUE
16,3.07515716553,FALSE
17,3.02491950989,FALSE
18,2.84904551506,FALSE
19,2.73110699654,FALSE
20,2.65459561348,FALSE
21,2.43326497078,FALSE
22,2.35231876373,FALSE
23,2.28736519814,FALSE
24,2.2264122963,FALSE
25,2.14138746262,FALSE
26,2.11443424225,FALSE
27,2.03799676895,FALSE
28,1.95987427235,FALSE
29,1.82479989529,FALSE
30,1.76596462727,FALSE
31,1.63106751442,FALSE
32,1.6115193367,FALSE
33,1.49048376083,FALSE
34,1.44394886494,FALSE
35,1.38872146606,FALSE
36,1.30323600769,FALSE
37,1.24981892109,FALSE
38,1.19072961807,FALSE
39,1.15168404579,FALSE
40,1.07484149933,FALSE
41,1.03032183647,FALSE
42,0.957912266254,FALSE
43,0.89776456356,FALSE
44,0.833636939526,FALSE
45,0.735855221748,FALSE
46,0.634864509106,FALSE
47,0.511922955513,TRUE
48,2.62894487381,FALSE
49,2.56984615326,FALSE
50,2.51640820503,FALSE
51,2.43207073212,FALSE
52,2.37083983421,FALSE
53,2.25146412849,FALSE
54,2.16464972496,FALSE
55,2.00798416138,FALSE
56,1.94135713577,FALSE
57,1.88572096825,FALSE
58,1.81439244747,FALSE
59,1.7634524107,FALSE
60,1.70676219463,FALSE
61,1.51024961472,FALSE
62,1.43248867989,FALSE
63,1.30232691765,FALSE
64,1.15636229515,TRUE
65,2.84992599487,FALSE
66,2.79605150223,FALSE
67,2.71923446655,FALSE
68,2.66871142387,FALSE
69,2.57416558266,FALSE
70,2.50406932831,FALSE
71,2.05116558075,FALSE
72,1.97385179996,FALSE
73,1.90297722816,FALSE
74,1.71623206139,FALSE
75,1.64894843102,FALSE
76,1.5806838274,TRUE
77,3.35405397415,FALSE
78,3.3054599762,FALSE
79,3.17671561241,FALSE
80,3.06694841385,FALSE
81,3.04743671417,FALSE
82,2.97257232666,FALSE
83,2.86245203018,FALSE
84,2.79630708694,FALSE
85,2.59635972977,FALSE
86,2.48997139931,FALSE
87,2.17112159729,FALSE
88,2.04572200775,FALSE
89,1.88994002342,FALSE
90,1.81366753578,FALSE
