serialNum,initialFreeMemory,gcRun
1,2.774298631,FALSE
2,2.50188422203,FALSE
3,2.42955851555,FALSE
4,2.26806640625,FALSE
5,2.15754270554,FALSE
6,1.9983484745,FALSE
7,1.97004187107,FALSE
8,1.90052044392,FALSE
9,1.7335190773,FALSE
10,1.64082562923,FALSE
11,1.54992759228,FALSE
12,1.35746765137,FALSE
13,1.28509950638,TRUE
14,2.071144104,FALSE
15,2.02795934677,FALSE
16,1.78212761879,FALSE
17,1.71928656101,FALSE
18,1.50895810127,FALSE
19,1.36405980587,FALSE
20,1.2576622963,TRUE
21,2.89400076866,FALSE
22,2.81502270699,FALSE
23,2.76222729683,FALSE
24,2.70974302292,FALSE
25,2.64213299751,FALSE
26,2.60984778404,FALSE
27,2.56230044365,FALSE
28,2.51150369644,FALSE
29,2.36439085007,FALSE
30,2.30242824554,FALSE
31,2.16148281097,FALSE
32,2.15870809555,FALSE
33,2.06645560265,FALSE
34,2.00079607964,FALSE
35,1.93629336357,FALSE
36,1.85013055801,FALSE
37,1.81020486355,FALSE
38,1.76221895218,FALSE
39,1.70604622364,FALSE
40,1.64372014999,FALSE
41,1.59050309658,FALSE
42,1.50814974308,FALSE
43,1.43281674385,FALSE
44,1.36554408073,FALSE
45,1.26177573204,TRUE
46,3.20212388039,FALSE
47,3.0550134182,FALSE
48,2.94820761681,FALSE
49,2.90426087379,FALSE
50,2.8235681057,FALSE
51,2.75676512718,FALSE
52,2.72841358185,FALSE
53,2.62445759773,FALSE
54,2.52845621109,FALSE
55,2.40095949173,FALSE
56,2.36736011505,FALSE
57,2.29738903046,FALSE
58,2.26058363914,FALSE
59,2.20583152771,FALSE
60,2.17163610458,FALSE
61,2.03183364868,FALSE
62,1.91146421432,FALSE
63,1.74307334423,FALSE
64,1.60559499264,FALSE
65,1.06855678558,FALSE
66,0.980323791504,FALSE
67,0.945932269096,FALSE
68,0.851942062378,FALSE
69,0.752117753029,FALSE
70,0.667646348476,TRUE
71,2.46545338631,FALSE
72,2.35959887505,FALSE
73,2.28268456459,FALSE
74,2.15677547455,FALSE
75,2.1146812439,FALSE
76,2.01450443268,FALSE
77,1.71467292309,FALSE
78,1.6763548851,FALSE
79,1.53361332417,FALSE
80,1.37717354298,FALSE
81,1.36190462112,FALSE
82,1.29464316368,FALSE
83,1.15626990795,FALSE
84,1.06433391571,FALSE
85,0.850086867809,FALSE
86,0.721911430359,FALSE
87,0.421642333269,TRUE
88,2.52688193321,FALSE
89,2.36846256256,FALSE
90,2.3045167923,FALSE
91,2.16508054733,FALSE
92,2.12177443504,FALSE
93,2.03963756561,FALSE
94,1.91420769691,FALSE
95,1.78763389587,FALSE
96,1.61639261246,FALSE
97,1.56938004494,FALSE
98,1.44993460178,FALSE
99,1.2776453495,FALSE
100,1.17104816437,FALSE
101,1.14241337776,TRUE
102,2.34458971024,FALSE
103,2.30313229561,FALSE
104,2.18080759048,FALSE
105,2.15607762337,FALSE
106,2.05574369431,FALSE
107,2.01374530792,FALSE
108,1.86980295181,FALSE
109,1.80563902855,FALSE
110,1.63109135628,FALSE
111,1.56967759132,FALSE
112,1.44008934498,FALSE
113,1.37696099281,FALSE
114,1.21478629112,TRUE
115,2.78370046616,FALSE
116,2.67433524132,FALSE
117,2.57528162003,FALSE
118,2.28329658508,FALSE
119,2.1767821312,FALSE
120,2.05739068985,FALSE
121,1.99864840508,FALSE
122,1.69917368889,FALSE
123,1.6124227047,FALSE
124,1.48329401016,FALSE
125,1.38113510609,FALSE
126,1.33179783821,FALSE
127,1.27639007568,FALSE
128,1.21161198616,FALSE
129,1.19169712067,FALSE
130,1.11423110962,TRUE
131,2.18449544907,FALSE
132,2.13427090645,FALSE
133,2.03890919685,FALSE
134,1.77579236031,FALSE
135,1.73238277435,FALSE
136,1.57315540314,FALSE
137,1.52553844452,FALSE
138,1.435297966,FALSE
139,1.35069942474,TRUE
140,3.10530519485,FALSE
141,3.05698108673,FALSE
142,3.01221728325,FALSE
143,2.86044955254,FALSE
144,2.80046057701,FALSE
145,2.74870872498,FALSE
146,2.63514924049,FALSE
147,2.55611991882,FALSE
148,2.51487636566,FALSE
149,2.45672369003,FALSE
150,2.35033226013,FALSE
151,2.33499717712,FALSE
152,2.25454616547,FALSE
153,2.1249294281,FALSE
154,2.03836631775,FALSE
155,1.92615091801,FALSE
156,1.85333490372,FALSE
157,1.71861898899,FALSE
158,1.63419532776,FALSE
159,1.5056797266,FALSE
160,1.42962622643,FALSE
161,1.29184031487,FALSE
162,1.21404290199,FALSE
163,1.15431046486,FALSE
164,1.06609833241,FALSE
165,1.01609969139,FALSE
166,0.968011021614,FALSE
167,0.892628312111,FALSE
168,0.844254970551,FALSE
169,0.719948112965,FALSE
170,0.652898609638,FALSE
171,0.594037771225,FALSE
172,0.527985334396,TRUE
173,2.61413598061,FALSE
174,2.55953025818,FALSE
175,2.43870449066,FALSE
176,2.25741910934,FALSE
177,2.20307993889,FALSE
178,2.16909360886,FALSE
179,2.12293457985,FALSE
180,1.98322856426,FALSE
181,1.92876970768,FALSE
182,1.81662547588,FALSE
183,1.76825022697,FALSE
184,1.72426092625,FALSE
185,1.6429901123,FALSE
186,1.59613549709,FALSE
187,1.55023396015,FALSE
188,1.34213089943,FALSE
189,1.18746852875,FALSE
190,1.14514458179,FALSE
191,1.11476814747,FALSE
192,0.954271793365,FALSE
193,0.860724925995,FALSE
194,0.722018122673,FALSE
195,0.656893730164,FALSE
196,0.583806037903,TRUE
197,2.76250433922,FALSE
198,2.71189522743,FALSE
199,2.47738552094,FALSE
200,2.43050813675,FALSE
201,2.25963306427,FALSE
202,2.23305630684,FALSE
203,2.17565870285,FALSE
204,2.09855937958,FALSE
205,1.99269092083,FALSE
206,1.92940855026,FALSE
207,1.64597070217,FALSE
208,1.56900894642,FALSE
209,1.55988299847,FALSE
210,1.49786865711,FALSE
211,1.44084131718,FALSE
212,1.37507867813,FALSE
213,1.24702429771,FALSE
214,1.10945153236,FALSE
215,1.04759454727,FALSE
216,0.902929246426,FALSE
217,0.845895648003,FALSE
218,0.694442629814,FALSE
219,0.607470929623,FALSE
220,0.549416959286,FALSE
221,0.50529307127,TRUE
222,2.57261800766,FALSE
223,2.40732145309,FALSE
224,2.31024217606,FALSE
225,2.25378227234,FALSE
226,2.12845087051,FALSE
227,2.01768231392,FALSE
228,1.43803954124,FALSE
229,1.0805580616,FALSE
230,1.08320331573,FALSE
231,1.04463887215,FALSE
232,0.983907222748,FALSE
233,0.909483909607,FALSE
234,0.84417116642,FALSE
235,0.765352487564,FALSE
236,0.585600018501,FALSE
237,0.51099050045,FALSE
238,0.392962038517,FALSE
239,0.461686253548,FALSE
240,0.417022913694,TRUE
241,2.4197268486,FALSE
242,2.30803251266,FALSE
243,2.23612070084,FALSE
244,2.17580509186,FALSE
245,2.02092075348,FALSE
246,1.95016157627,FALSE
247,1.83248913288,FALSE
248,1.73039519787,FALSE
249,1.14665007591,FALSE
250,1.06347346306,FALSE
251,0.977787971497,TRUE
252,2.04192876816,FALSE
253,1.91151988506,FALSE
254,1.63499033451,FALSE
255,1.56567835808,FALSE
256,1.51295018196,FALSE
257,1.35912537575,FALSE
258,1.2614467144,FALSE
259,1.18143153191,FALSE
260,1.09732675552,FALSE
261,0.951670765877,FALSE
262,0.829517006874,FALSE
263,0.767843484879,FALSE
264,0.645658969879,FALSE
265,0.585127711296,FALSE
266,0.498584032059,TRUE
267,2.61844110489,FALSE
268,2.53225493431,FALSE
269,2.37605237961,FALSE
270,2.2822265625,FALSE
271,2.24195384979,FALSE
272,2.21957588196,FALSE
273,2.18117666245,FALSE
274,2.13755512238,FALSE
275,2.04666090012,FALSE
276,1.94108986855,FALSE
277,1.86608994007,FALSE
278,1.80877542496,FALSE
279,1.73522782326,FALSE
280,1.64282226562,FALSE
281,1.5755739212,FALSE
282,1.42491340637,FALSE
283,1.32985913754,FALSE
284,1.21122252941,FALSE
285,1.18585300446,FALSE
286,1.13554394245,FALSE
287,0.967281460762,FALSE
288,0.929222464561,FALSE
289,0.851439654827,TRUE
290,2.14504241943,FALSE
291,2.04073619843,FALSE
292,1.93124675751,FALSE
293,1.87095522881,FALSE
294,1.76706647873,FALSE
295,1.73172581196,FALSE
296,1.65239846706,FALSE
297,1.51068377495,FALSE
298,1.40744721889,FALSE
299,1.28929018974,TRUE
300,2.55637645721,FALSE
301,2.37314128876,FALSE
302,2.21685576439,FALSE
303,2.12205886841,FALSE
304,2.02939915657,FALSE
305,1.93814647198,FALSE
306,1.87228786945,FALSE
307,1.74125266075,FALSE
308,1.66109108925,FALSE
309,1.58417141438,FALSE
310,1.53138136864,FALSE
311,1.32043802738,TRUE
312,2.99521493912,FALSE
313,2.80138659477,FALSE
314,2.45182418823,FALSE
315,2.18854236603,FALSE
316,2.1122136116,FALSE
317,2.00805330276,FALSE
318,1.92761981487,FALSE
319,1.86065411568,FALSE
320,1.71929931641,FALSE
321,1.67277491093,FALSE
322,1.61610603333,FALSE
323,1.51119637489,FALSE
324,1.36963748932,FALSE
325,1.21902728081,FALSE
326,1.09916448593,FALSE
327,1.03831911087,FALSE
328,0.983735501766,FALSE
329,0.804477572441,FALSE
330,0.714217126369,FALSE
331,0.653828382492,TRUE
332,2.56585526466,FALSE
333,2.49467945099,FALSE
334,2.48646354675,FALSE
335,2.48640704155,FALSE
336,2.42878675461,FALSE
337,2.35136508942,FALSE
338,2.30677604675,FALSE
339,2.24821949005,FALSE
340,2.19151687622,FALSE
341,2.16644477844,FALSE
342,2.11575889587,FALSE
343,2.0284538269,FALSE
344,1.84750890732,FALSE
345,1.80900466442,FALSE
346,1.77204859257,FALSE
347,1.71575832367,FALSE
348,1.60478675365,FALSE
349,1.56690955162,FALSE
350,1.43977594376,FALSE
351,1.3020362854,FALSE
352,1.10818445683,FALSE
353,1.02542901039,FALSE
354,0.976808786392,FALSE
355,0.887411475182,FALSE
356,0.827758133411,FALSE
357,0.734047114849,FALSE
358,0.65857988596,FALSE
359,0.574912190437,TRUE
360,2.76565718651,FALSE
361,2.72084569931,FALSE
362,2.59830760956,FALSE
363,2.55660843849,FALSE
364,2.49467945099,FALSE
365,2.35458850861,FALSE
366,2.06509017944,FALSE
